Event,Site,Date,Round,White,Black,Result,ECO,Moves
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Aleksandrov, Aleksej","Gulko, Boris F",1/2-1/2,E55,d4 e6 c4 Nf6 Nc3 Bb4 e3 O-O Nf3 c5 Bd3 d5 O-O dxc4 Bxc4 Nbd7 Qe2 b6 Bd2 cxd4 exd4 Bb7 Bd3 Rc8 Rfd1 Bxc3 bxc3 Qc7 c4 Rfe8 Rac1 e5 Nxe5 Nxe5 dxe5 Rxe5 Be3 Rce8 h3 Qc6 Qf1 Ra5 Rc2 Ne4 Bc1 Rae5 Bf4 Rf5 Bxe4 Rxe4 Rd6 Re1 Rxc6 Rxf1+ Kxf1 Bxc6
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Alterman, Boris","Wells, Peter K",1-0,E48,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Ne2 dxc4 Bxc4 e5 O-O exd4 exd4 Nc6 h3 Bf5 a3 Bd6 Bg5 h6 Bh4 Be7 Re1 Ne4 Bxe7 Nxe7 Nf4 Nf6 Nh5 Nxh5 Qxh5 Bg6 Qg4 Kh8 Rad1 c6 h4 Ng8 d5 Nf6 Qf4 Bh5 dxc6 Bxd1 cxb7 Rb8 Rxd1 Qe7 Ba6 Qe6 Rd6 Qe1+ Kh2 Qe7 Nd5 Nxd5 Rxd5 Qe6 Rd6 Qe7 b4 Kg8 Rc6 Rxb7 Bxb7 Qxb7 Rc5 Rc8 Rxc8+ Qxc8 a4 Qa6 b5 Qb6 Qe3 Qc7+ g3 h5 Qe8+ Kh7 Qe4+ g6 Qf4 Qb7 a5 Kg8 Qb4
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Adianto, Utut",Wang Zili,1-0,D00,d4 Nf6 Bg5 g6 Bxf6 exf6 e3 d5 c4 dxc4 Bxc4 Bd6 Nc3 O-O Nf3 Nd7 O-O Nb6 Bb3 Re8 e4 c5 e5 cxd4 exd6 dxc3 bxc3 Be6 Qd4 Rc8 Rfe1 Rc6 Rad1 Bxb3 Rxe8+ Qxe8 axb3 Qd8 c4 h6 h3 Kg7 h4 h5 c5 Nd7 b4 a5 Re1 axb4 Re7 Rxc5 Ng5 Kg8 Nxf7 Qb6 Qe3 Rc8 Qh6
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Chernin, Alexander","Istratescu, Andrei",1/2-1/2,E60,Nf3 Nf6 b3 g6 Bb2 Bg7 g3 O-O Bg2 d6 d4 c5 c4 cxd4 Nxd4 a6 Nc3 e6 O-O Qc7 Rc1 Rd8 Qd2 Nbd7 Rfd1 Nc5 Nc2 Nce4 Qd3 Nxc3 Bxc3 Rb8 Be5 Ne8 Bxg7 Kxg7 Qd4+ Nf6 c5 d5 f4 Re8 Ne3 Qe7 Ng4 h5 Ne5 Bd7 h3 Bc6 g4 Kg8 Rd3 hxg4 hxg4 Nd7 g5 Nxe5 Qxe5 Qf8 Kf2 Qg7 Rh1 Qxe5 fxe5 b6 Rdh3 Kf8 Rc1 Ke7 Rh7 bxc5 Rxc5 Rec8 Rh3 Rb5 Rhc3 Kd7 Bf3 Rxc5 Rxc5 Kc7 Rc1 Kb6 Ke3
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Christiansen, Larry Mark","Andersson, Ulf",1/2-1/2,C02,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Nge7 Bd3 cxd4 cxd4 Nf5 Bxf5 exf5 Nc3 Be6 h4 h6 Kf1 Qd7 Bd2 Be7 Ne2 O-O-O Kg1 Kb8 Nf4 g5 hxg5 hxg5 Rxh8 Rxh8 Nxe6 fxe6 Bxg5 Bxg5 Nxg5 Qg7 f4 Qh6 Nh3 Rg8 Ng5 Qh4 Qd2 Nxd4 Rf1 a6 a4 Qg4 Rf2 a5 Qd3 Rg6 g3 Nc6 Rh2 Rxg5 fxg5 Qxg5 Rh8+ Ka7 Qc3 Qg7 Re8 Qd7 Rf8 Kb6 Rf6 Qe7 Kg2 Kc7 Qd2 d4 g4 fxg4 Qf4 Qc5 Qxg4 Qd5+ Qf3 Qxe5 Qf4 Qxf4 Rxf4 Kd6 Rf7 b6 Rb7 Kc5 Rc7 Kd5 Rd7+ Ke4 Rd6 Nb4 Rxe6+ Kd3 Rd6 Kc2 Kg1
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Barua, Dibyendu","Hracek, Zbynek",1/2-1/2,B70,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Be2 g6 O-O Bg7 Nb3 O-O Kh1 a6 f4 b5 Bf3 Bd7 a4 b4 Ne2 Rc8 a5 Bg4 Bxg4 Nxg4 Qd3 e6 h3 Nf6 Be3 Qc7 Ng3 Nb8 Rf2 Qc4 Rd1 Qxd3 Rxd3 d5 exd5 Nxd5 Bc5 Rfd8 f5 Bxb2 fxe6 fxe6 Ne4 Be5 Bd4 Nc6 Bxe5 Nxe5 Rd4 Nc6 Rd3 Ne5 Rd4 Rc4 Nec5 Rxd4 Nxd4 Nc7 Ndxe6 Nxe6 Nxe6 Rc8 Rf4
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Giorgadze, Giorgi","Bacrot, Etienne",1/2-1/2,E46,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Ne2 Re8 a3 Bf8 d5 d6 g3 exd5 cxd5 c5 dxc6 bxc6 Bg2 d5 O-O Nbd7 Nd4 Bb7 Re1 c5 Nde2 Qb6 Nf4 d4 Ncd5 Nxd5 Nxd5 Qd6 e4 Qb8 Bf4 Bd6 Qg4 Re6 Qh5
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Glek, Igor V","Nijboer, Friso",1-0,A08,e4 c5 Nf3 e6 g3 Nc6 Bg2 Nf6 d3 d5 Nbd2 Be7 O-O b5 a4 bxa4 Rxa4 O-O exd5 exd5 d4 Nd7 Re1 Nb6 Ra1 c4 c3 a5 Ne5 Nxe5 dxe5 Be6 Nf1 a4 Ne3 Ra5 f4 Bc5 Kh1 d4 cxd4 Bxd4 Qc2 Nd5 f5 Nb4 Qd2 Nd3 fxe6 fxe6 Re2 Rxe5 Qc2 Qb6 Nxc4 Nf2+ Kg1 Nh3+ Kh1 Nf2+ Kg1 Ng4+ Kh1 Rh5 Bf3 Qc7 Bf4 e5 Nxe5 Qxc2 Rxc2 Nxe5 Bxh5 Nd3 Rxa4
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Fominyh, Alexander","Tkachiev, Vladislav",0-1,E63,d4 Nf6 Nf3 g6 c4 Bg7 g3 O-O Bg2 d6 O-O Nc6 Nc3 a6 h3 e5 d5 Ne7 e4 b5 Nd2 c6 dxc6 Nxc6 b3 Rb8 Bb2 Be6 Nd5 Nd4 Kh1 Qd7 Kh2 Rfc8 Rc1 Qd8 Ba1 Nd7 Re1 h5 Bxd4 exd4 Nf3 bxc4 bxc4 Bxd5 exd5 Qf6 Qd2 Nc5 g4 hxg4 hxg4 d3 Rb1 Rxb1 Rxb1 Re8 Kg1 Qc3 Qf4 Ne4 Bf1 d2 c5 Qc2 Nxd2 Qc1
FIDE-Wch k.o.,Groningen,1997.12.09,1.1,"Hansen, Curt","Miladinovic, Igor",1-0,B48,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qc7 Nc3 e6 Be3 a6 Bd3 Nf6 O-O h5 h3 b5 Nxc6 Qxc6 a3 Bb7 Re1 h4 Qd2 Rc8 Rad1 b4 axb4 Bxb4 Bd4 Rh5 Qf4 Kf8 Bxf6 gxf6 Qxf6 e5 Qxc6 Rxc6 Be2 Rg5 Rxd7 Bc8 Rd3 a5 Rc1 Bxc3 bxc3 Ba6 Rd2 Bxe2 Rxe2 Rxc3 Ra1 Rxh3 Rxa5 Rc3 Kh2 Rc6 Rd2 Kg7 Rad5 Rcg6 f3 Rg3 Rf2 f6 c4 Kh6 c5 Kh5 Rd7 Rg8 c6 R3g7 Rfd2 Kg6 Kh3 Rc8 Rxg7+ Kxg7
