Event,Site,Date,Round,White,Black,Result,ECO,Moves
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Yermolinsky,A","Al Modiahki,M",1-0,E97,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 b4 c6 Nd2 a5 bxa5 Qxa5 Bb2 Qd8 a4 c5 Ra3 Ne8 Nb5 f5 f4 exf4 Bxg7 Nxg7 exf5 gxf5 Rxf4 Ng6 Rf1 Qe7 Re1 Bd7 Bf1 Ne5 Nf3 Nxf3+ Rxf3 Qf6 Qa1 Bxb5 cxb5 b6 Bd3 Qxa1 Rxa1 Rf7 g4 Rfa7 gxf5 Rxa4 Raf1 Rg4+ Kh1 c4 Bb1 Ne8 f6 Nc7 Rh3 Nxd5 f7+ Kf8 Rxh7
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Bacrot,E","Rytshagov,M",1/2-1/2,A29,c4 e5 Nc3 Nf6 Nf3 Nc6 g3 d5 cxd5 Nxd5 Bg2 Nb6 O-O Be7 d3 O-O a3 Be6 b4 Nd4 Bb2 Nxf3+ Bxf3 c6 Ne4 Nd7 Bc3 Bd5 Nd2 Bxf3 Nxf3 Bd6 a4 Qe7 Rb1 a6 Nd2 b5 axb5 axb5 Qb3 Kh8 Ne4 Bc7 Bd2 Bb6 Rbc1 Rac8 Be3 Bxe3 fxe3 f5 Nc5 Nxc5 Rxc5 f4 gxf4 exf4 e4 Rf6 Kh1 Rcf8 Qc3 Qd7 d4 h6 e5 Rg6 Qd3 Qg4 Qf3 Qd7 e3 Kg8 d5 cxd5 exf4 Rg4 f5 Rxb4 e6 Qb7 Qg2 Re4 h3 Re5 Rfc1 Qe7 Rc7 Qf6 Rg1 g5 fxg6 Qxe6 g7 Re8 Rf1 Rg5 Qf3 Rxg7 Rc5 Qe4 Qxe4 dxe4 Rxb5 e3 Re1 e2 Rb2 Rge7 Kg2 Kh7 Ra2 Re5 h4 Rg8+ Kf3 Rf5+ Ke4 Rh5 Ra7+ Kh8 Rxe2 Rxh4+ Kf3 Rh3+ Kf2 Rh2+ Ke1 Rxe2+ Kxe2 Rf8 Ke3 Rf6 Ke2
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Fiorito,F","Benjamin,Joe",0-1,A48,Nf3 c5 e3 g6 d4 Nf6 Be2 Bg7 O-O O-O c3 b6 Nbd2 Bb7 Re1 Qc7 Bd3 Nc6 a3 d5 dxc5 bxc5 e4 e6 exd5 exd5 Nf1 Rfe8 Rxe8+ Rxe8 Be3 d4 cxd4 Nxd4 Bxd4 cxd4 N1d2 Nd5 Qa4 Rd8 Re1 Nf4 Re8+ Rxe8 Qxe8+ Bf8 Bc4 Bxf3 gxf3 Qe7 Qxe7 Bxe7 Kf1 d3 Ne4 Kg7 Ke1 f5 Nc3 Bc5 Nd1 Kf6 Kd2 Bd6 Ne3 Nh3 Bxd3 Nxf2 Bf1 Bxh2 Ke2 Nh1 Bg2 Ng3+ Kf2 Nh5 Nd5+ Ke6 Nb4 Bd6 Nd3 Nf4 Nxf4+ Bxf4 b4 Bc1 a4 Bd2 b5 Ke5 Bf1 Kf4 Bc4 g5 Ke2 Ba5 Bf7 g4 fxg4 fxg4 Kd3 Bb6 Kc4 Ke3 Kb4 g3 Bd5 Kf2 a5 Bd8 b6 Bxb6
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Zaja,I","Baklan,V",1/2-1/2,E12,d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb4 Qb3 a5 Bg5 Bb7 a3 Bxc3+ Qxc3 d6 e3 Nbd7 Nd2 Qe7 f3 e5 Be2 exd4 Qxd4 a4 e4 Qe5 Be3 Nc5 Rc1 Nfd7 O-O O-O Qc3 Qxc3 Rxc3 f5 exf5 Rxf5 Bd1 Re8 Bd4 Rf4 Bf2 Ba6 g3 Rf7 Re1 Rxe1+ Bxe1 Ne5 Bc2 g5 Bf2 Bb7 Bxc5 dxc5
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Hakki,I","Adianto,U",0-1,B17,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ngf6 Bd3 e6 N1f3 Bd6 Qe2 h6 Ne4 Nxe4 Qxe4 Qc7 Qg4 Kf8 O-O c5 c3 b6 Qh4 Bb7 Be4 Be7 Bg5 Bxg5 Nxg5 Kg8 Bxb7 hxg5 Qxh8+ Kxh8 Bxa8 cxd4 cxd4 Nf6 d5 Qc8 Bc6 exd5 Rac1 Qa6 a3 Qe2 Rb1 Qe5 g3 Qe6 Rbc1 Ng4 f3 Qe3+ Kh1 Nf2+ Kg2 Nd3 Rc2 d4 Be4 Nc5 Rff2 d3 Rcd2 g6 Bd5 f5 b4 Nd7 Rd1 Ne5 Rfd2 Kg7 Rf2 Qd4 Ba2 g4 f4 Qe4+ Kg1 Nf3+ Kf1 Nd4
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Aleksandrov,A","El Taher,F",1/2-1/2,E71,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 h3 O-O Be3 e5 d5 a5 g4 Na6 Nge2 h5 Qd2 Nc5 f3 Nh7 Rg1 h4 O-O-O Bd7 Kb1 g5 Nc1 Bf6 Nd3 b6 Rc1 Re8 Be2 Nf8 Bd1 Ng6 Nxc5 bxc5 Ba4 Bxa4 Nxa4 Nf4 Rh1 Qb8 Nc3 Qb6 Nb5 a4 Rc3 Ra5 Qc2 Rea8 Bd2 R5a6 Ra3 Kg7 Rh2 Qb7 Nc3 Qa7 Kc1 Be7 Nd1 Bf6 Ne3 Qb7 Kd1 Rb6 Bc3 Rba6 Ke1 Kg8 Kf1 Kh7 Kg1 Kg8 Qd1 Kh7 Qf1 Kg6 Rd2 Be7 Kh2 Bf6 Qd1 Kg7 Qc2 Kg8 Rf2 Kh7 Nd1 Kg7 Bd2 Qb8 Nc3 Qa7 Rf1 Be7 Rb1 Bd8 Ra1 Bf6 Nb5 Qb8 Rb1 Bd8 Nc3 Qa7 Bxf4 exf4 e5 dxe5 Qf5 f6 Qd7+ Kf8 Nb5 Qb8 Qh7 Qb6
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Hamdouchi,H","Vaganian,R",0-1,C08,e4 e6 d4 d5 Nd2 c5 Ngf3 Nf6 exd5 exd5 Bb5+ Bd7 Bxd7+ Nbxd7 O-O Be7 dxc5 Nxc5 Re1 O-O Nf1 Re8 Be3 Bf8 c3 Qd7 Qc2 b5 Bd4 Nfe4 Rad1 Qb7 Ne3 Rad8 b4 Ne6 Nxd5 Nxd4 Rxd4 Ng5 Rxe8 Nxf3+ gxf3 Rxe8 Kg2 Re5 Qd3 Rg5+ Kf1 Qc8 Nf4 g6 Rd7 Qb8 Qd4 Rf5 Nd5 Qxh2 Rd8 Re5 Ne3 Qh3+ Ke2 Qe6 Qxa7 Qc4+ Kd2 Qh4 Qd4 Qxf2+ Kd3 f6 Qf4 Kg7 Rd7+ Be7 Ra7 h5 a4 bxa4 b5 Qe1 c4 g5 Qd4 Kg6 Ra6 Qb1+ Ke2 Qc2+ Kf1 Qb1+ Ke2 Kg7 Ra7 a3 b6 Qc2+ Kf1 Qb1+ Ke2 Kh6 Rxe7 Qb2+ Kd3 Rxe7 Nf5+ Kh7 Qxb2 axb2 Kc2 Re6 c5 Rc6 Kxb2 Rxc5 Nd6 Rc6 b7 Rb6+ Kc3 h4
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Nevednichy,V","Labib,I",1/2-1/2,A28,c4 e5 Nc3 Nf6 Nf3 Nc6 d4 exd4 Nxd4 Bb4 Bg5 h6 Bh4 Bxc3+ bxc3 Ne5 f4 Ng6 Bxf6 Qxf6 g3 h5 h4 O-O Bg2 d6 O-O Bg4 Qd2 Rae8 e4 Re7 Nc2 c6 Ne3 Rfe8 Qd4 Nf8 c5 Qxd4 cxd4 dxc5 dxc5 Ne6 Rfc1 Rd8 Rc3 Red7 Bf1 Nd4 Nc4 Nf3+ Kf2 Nd2 Ke3 Nxe4 Kxe4 Re8+ Ne5 f6 Rd3 fxe5 Rxd7 exf4+ Kxf4 Bxd7 Bc4+ Be6 Bxe6+ Rxe6 Rb1 Re7 Kg5 Kh7 Kxh5 Re5+ Kg4 Rxc5 Rxb7 Ra5 Rc7 Rxa2 Rxc6 Ra4+ Kh5 Ra5+
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Hernandez,Gi","Piket,Je",1/2-1/2,B19,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 e6 Bf4 Qa5+ Bd2 Qc7 O-O-O Ngf6 Ne4 O-O-O g3 Nxe4 Qxe4 Nf6 Qe2 Bd6 c4 c5 Bc3 cxd4 Bxd4 Qa5 a3 Bc7 Rd2 a6 Rh4 Qf5 Bc3 Rxd2 Nxd2 Rd8 Ne4 Be5 Bxe5 Qxe5 Nc3 Qxe2 Nxe2 Rd3 Ng1 e5 Kc2 e4 Rxe4 Rxg3 fxg3 Nxe4 Ne2 Nf6 Nf4 Ne4 Ne2 Nf6 Nf4
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Simutowe,A","Sasikiran,K",1/2-1/2,E97,Nf3 Nf6 c4 g6 Nc3 Bg7 e4 d6 d4 O-O Be2 e5 O-O Nc6 Be3 Ng4 Bg5 f6 Bc1 f5 Bg5 Qe8 dxe5 Ngxe5 exf5 Bxf5 Qd2 Be6 Nxe5 dxe5 Ne4 Nd4 Bd3 Qc6 Rfe1 Bf5 b3 Ne6 Rad1 Nxg5 Qxg5 Rad8 Qe3 Rd4 Nc3 Bxd3
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Malakhov,V","Kveinys,A",1-0,B42,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 g6 O-O Bg7 Be3 Ne7 c4 O-O Nc3 Nbc6 Nxc6 dxc6 Be2 Qc7 c5 Rd8 Qb3 Bd7 Na4 Rab8 Rad1 Be8 g3 Rxd1 Rxd1 Nc8 Rd2 Bf6 Qb4 g5 Nb6 Qe7 Nc4 b5 Nd6 Bd7 Bh5 Nxd6 cxd6 Qd8 Qc5 e5 f4 gxf4 gxf4 Bg7 fxe5 Qh4 e6 Bxe6 Qg5 Qxg5+ Bxg5 Rb7 Bf4 Kf8 Bf3 Ke8 e5 Kd7 Rg2 Bf8 Rc2 Bd5 Bg4+ Be6 Bxe6+ Kxe6 Rxc6 Bg7 Rxa6 Kf5 Bg3 Bxe5 Bxe5 Kxe5 Kf2 b4 Kf3 Ke6 Kf4 Rb5 Kg4 Rd5 Rb6 Rd4+ Kh5 Rd2 Rxb4 Rxh2+ Kg4 Kxd6 a4 Rg2+ Kf3 Rg8 Rh4 Rb8 b4 Ra8 a5 Kc6 Rh6+ Kc7 Rxh7 Rb8 Rxf7+ Kc6 Rf4 Kb5 Rf6 Rb7 Kf4 Rb8 Kf5 Rb7 Ke4
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Agrest,E","Onischuk,Al",0-1,E39,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 O-O a3 Bxc5 Nf3 b6 Bf4 Nh5 Bg3 Bb7 e3 Bxf3 gxf3 f5 f4 Nc6 Be2 Nf6 Bh4 Be7 O-O-O Rc8 Kb1 Ne8 Bxe7 Qxe7 Rd2 Qh4 Rxd7 Qxf2 Qc1 Nf6 Rd6 Na5 Rxe6 Nxc4 Ka2 Kf7 Rxf6+ gxf6 Qc2 Kg7 Qxf5 Kh8 Bxc4 Rxc4 Nd5 Rc5 e4 Qd4 Qe6 Rc2 Rb1 Rxh2 Ne7 Re2 e5 fxe5 f5 Rh2 Nc6 Qf4 Rf1 Rh6 Rxf4 Rxe6 fxe6 exf4
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Serper,G","Bagheri,A",1-0,E13,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O Nf3 d6 Bg5 Nbd7 e3 h6 Bh4 b6 Bd3 Bb7 O-O-O Bxc3 Qxc3 Bxf3 gxf3 Nd5 cxd5 Qxh4 Kb1 Nf6 dxe6 fxe6 Qxc7 Qxf2 Rhg1 Rf7 Qxd6 Qxe3 Bc4 Kh8 Bxe6 Rb7 f4 Re8 f5 Ne4 Qc6 Rbe7 Rge1 Nd2+ Ka1 Qf4 Qc1
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Ivanov,AV","Fedorov,Alex",1-0,B32,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 N1c3 a6 Na3 b5 Nd5 Nce7 c4 Nxd5 exd5 bxc4 Nxc4 Be7 Be3 Rb8 a4 f5 a5 Nf6 Ba7 Rb7 Bb6 Qd7 Be2 O-O O-O f4 f3 Qf5 Rc1 Kh8 Re1 Qg6 Bd3 Qf7 Bf2 Nxd5 Be4 Be6 Nb6 Rc7 Bxd5 Rxc1 Qxc1 Bxd5 Qc7 Re8 Nxd5 Qxd5 Qd7 Qa8 Rc1 Bf8 Bb6 e4 fxe4 Qxe4 Rf1 d5 h3 Re5 Qc8 Kg8 Qxa6 Rg5 Rf2 f3 Qf1 Bd6 Rxf3 Qe5 Qf2 d4 a6 h5 a7 Qe4 Bxd4 Ra5 Qe3 Qb1+ Rf1 Bh2+ Kxh2 Qxf1 Qe8+
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Lima,Da","Grischuk,A",1/2-1/2,C45,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nb3 Bb6 Nc3 Qf6 Qe2 Nge7 Be3 O-O O-O-O d6 h4 Be6 f3 h6 Kb1 Rfd8 g4 Ne5 Nd2 Bxe3 Qxe3 N7g6 h5 Qf4 Qg1 Nf8 Ne2 Qf6 f4 Nc6 Qg3 a5 Nf3 a4 g5 hxg5 fxg5 Qe7 Nc3 a3 b3 Ra5 Bg2 Ne5 Nd5 Bxd5 exd5 Nxf3 Bxf3 Nh7 Rhg1 f6 Rge1 Qf8 g6 Ng5 Bg2 Raa8 Re3 Re8 Rde1 Re5 Rxe5 dxe5 c4 Re8 Qe3 b6 Qc3 e4 b4 Qd6 Qxa3 Qh2 Qa4 Kf8 Qc2 Qxh5 c5 Qxg6 d6 Qf7
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Godena,M","Iordachescu,V",1/2-1/2,C47,e4 e5 Nf3 Nf6 Nc3 Nc6 d4 exd4 Nxd4 Bb4 Nxc6 bxc6 Bd3 O-O O-O d5 exd5 cxd5 Bg5 Be6 Ne2 h6 Bh4 Bc5 c3 a5 Nd4 Bd7 Qf3 Rb8 b3 g5 Bg3 Bg4 Qe3 Re8 Qc1 Rb6 f3 Bd7 Bf2 Nh5 Re1 Nf4 Bf1 Rxe1 Qxe1 Qf6 Qd2 Rb8 Re1 Re8 Rxe8+ Bxe8 g3 Ng6 Be2 Ne5 f4 gxf4 Qxf4 Qxf4 gxf4 Ng6 Be3 Bd6 Nf5 Bxf4 Ne7+ Kg7 Nxd5 Bxe3+
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Nogueiras,J","Ehlvest,J",1/2-1/2,D11,Nf3 d5 d4 Nf6 c4 c6 e3 Bg4 cxd5 Bxf3 gxf3 cxd5 Qb3 Qd7 Nc3 Nc6 Bd2 e6 Na4 Bd6 Bb5 O-O Rc1 Rac8 Ke2 Qe7 Bxc6 bxc6 Rc2
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Lesiege,A","Vasquez,R",1-0,E52,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 b6 O-O Bb7 cxd5 exd5 a3 Bd6 b4 a6 Qb3 Nbd7 a4 Re8 Ba3 Qe7 b5 a5 Bxd6 cxd6 Rac1 Nf8 Bf5 Ne6 Rc2 Rac8 Rfc1 Rc7 Bh3 h6 g3 Ng5 Nxg5 hxg5 Ne4 Rxc2 Nxf6+ gxf6 Qxc2 Kf8 Qh7 Qd8 Rc3 Ke7 Bg4 Qb8 Qc2 Kf8 Rc7 Re7 Qh7
FIDE WCh KO,New Delhi ITA,2000.11.27,1.1,"Rustemov,A","Tregubov,P",1/2-1/2,A59,d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 g6 Nc3 Bxa6 e4 Bxf1 Kxf1 d6 g3 Bg7 Kg2 Nbd7 Nf3 O-O Re1 Qa5 h3 Rfb8 Re2 Ne8 Rc2 Nb6 Qe2 Qa6 Qxa6 Rxa6 b3 f5 exf5 Bxc3 Rxc3 Nxd5 Rd3 Nb4 Rd2 gxf5 Re2 e5 Nxe5 dxe5 Rxe5 Nd3 Rxf5 Rf6 Rxf6 Nxf6 Be3 Nd5 Rd1 Nxe3+ fxe3 Nb4 Rc1 Nxa2 Rxc5 Rxb3 Rc8+ Kg7 Rc7+ Kg6 Rc6+ Kf5 g4+ Ke5
