Event,Site,Date,Round,White,Black,Result,ECO,Moves
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,Peng Xiaomin,"Sadvakasov, Darmen",1-0,B52,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 O-O Ngf6 Qe2 Rc8 b3 g6 c3 Bh6 Bb2 O-O Rd1 a6 d4 cxd4 cxd4 d5 e5 Ne4 Ne1 Qa5 Nd3 Rc6 f3 Ng5 a3 Rfc8 Nb4 R6c7 Qe1 f5 Nc3 e6 h4 Nf7 Nbxd5 exd5 b4 Qb6 Nxd5 Qb5 Nxc7 Rxc7 e6 Rc2 exf7+ Kxf7 Bc1 Bg7 Rd2 Rc8 Bb2 Re8 Qf1 Qd5 Re1 Rxe1 Qxe1 Nb6 Re2 Bf6 Bc1 Nc4 Bg5 Qxd4+ Kh1 Qd6 Bxf6 Qxf6 Re8 Nd6 Re5 b5 Rc5 Kg7 Qc3 Qxc3 Rxc3 Nc4 f4 h6 Kg1 g5 Rg3 Kf6 fxg5+ hxg5 Rxg5 Nxa3 Rg3 Nc2 h5
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Tkachiev, Vladislav","Hoffman, Alejandro",1-0,D30,d4 Nf6 Nf3 e6 c4 d5 g3 c6 Bg2 Nbd7 Qc2 Bd6 O-O O-O Rd1 Qe7 Nc3 Rd8 e4 Nxe4 Nxe4 dxe4 Qxe4 c5 Bf4 Nf6 Bxd6 Rxd6 Qe5 Nd7 Qe3 a5 dxc5 Rxd1+ Rxd1 Nxc5 Nd4 g6 Nb5 Ra6 Qe5 Bd7 Nc7 f6 Qe3 Kg7 Nxa6 bxa6 b3
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Psakhis, Lev","Zapata, Alonso",1/2-1/2,A51,d4 Nf6 c4 e5 dxe5 Ne4 Nd2 Nc5 Ngf3 Nc6 e3 g6 Nb3 Nxb3 Qxb3 Bg7 Bd2 Qe7 Bc3 O-O Be2 b6 O-O Bb7 Rfd1 Rad8 Rac1 Nxe5 Nxe5 Bxe5 c5 Qg5 Bf1 Bxc3 Qxc3 Bc6 b4 Rfe8 b5 Bd5 cxb6 cxb6 Qa3 Ra8 Rc7 Be6 Rxa7 Rxa7 Qxa7 Qc5 Qa4 Rc8 Qd4 Qxd4 Rxd4 Kf8 Ra4 Ke7 f3 Rc1 a3 Kd6 Kf2 Rc2+ Kg3 h5 h4 Kc5 Ra7 Rb2 Rc7+ Kd6 Rc3 Ke5 Bd3 f5 Bf1 Ra2 Kh2 Bd5 Kg3 Be6 Kh2
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Ricardi, Pablo","Speelman, Jonathan S",1/2-1/2,B04,e4 Nf6 e5 Nd5 d4 d6 Nf3 dxe5 Nxe5 g6 Nd2 Nd7 Nxd7 Qxd7 Nf3 Bg7 Be2 Qd6 O-O O-O Re1 c5 dxc5 Qxc5 c4 Nb4 a3 Nc6 b4 Qb6 Be3 Qc7 Rc1 Bb2 Rb1 Bc3 Rf1 Be6 Qc1 Bf6 Bf4 Qc8 Bg5 Re8 Bxf6 exf6 Qc3 Ne5 Rbc1 a5 Rfe1 axb4 axb4 Nxf3+ Bxf3 Qxc4 Qxc4 Bxc4 Rxe8+ Rxe8 Bxb7 Re2 h3 Be6 Rb1 Ba2 Bf3 Rc2 Rd1 Kf8 b5 Rb2 Rd8+ Ke7 Rb8 f5 b6 Bb1 b7 Be4 Bxe4 fxe4 Kf1 h5 g4 hxg4 hxg4 Kf6 Re8 Rxb7 Rxe4 Kg5 Kg2 Kh4 Rf4
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Shaked, Tal","Babula, Vlastimil",1-0,E98,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Ne1 Ne8 Be3 f5 f3 f4 Bf2 g5 c5 h5 a4 Rf6 cxd6 Nxd6 Nb5 a6 Nxd6 cxd6 Nd3 Rg6 Qb3 g4 Qb6 Qf8 Rfc1 Qf6 Rc2 Qg5 Be1 h4 Nf2 gxf3 Bxf3 h3 Qd8+ Bf8 Nxh3 Qf6 Kh1 Qh8 Rac1 Bg4 Qxa8 Bxf3 gxf3 Qxh3 Rf2 Rg3 Qe8 Rg7 Bb4 Ng6
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Sokolov, Ivan","Kudrin, Sergey",1-0,E14,Nf3 c5 c4 b6 Nc3 Bb7 e3 Nf6 d4 cxd4 exd4 e6 Bd3 Be7 O-O d5 cxd5 Nxd5 Re1 Nd7 Ne4 O-O a3 N5f6 Ng3 Rc8 Bf4 Re8 Qe2 Nd5 Bd2 N7f6 Rad1 Nc7 Bf4 Ncd5 Bg5 Nc7 Ne5 g6 h4 Nfd5 Qg4 Nf6 Bxf6 Bxf6 h5 Re7 hxg6 hxg6 Nh5 Bg7 Nxg7 Kxg7 Re3 Nd5 Rh3 Qe8 Qg5 f5 Rh6
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Ivanov, Alexander","Milos, Gilberto",0-1,B91,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 g3 e5 Nde2 Nbd7 a4 b6 Bg2 Bb7 h3 Be7 g4 Nc5 Ng3 g6 Bh6 Ne6 Nd5 Rc8 O-O Nxd5 exd5 Nf4 Bxf4 exf4 Ne2 h5 gxh5 Rxh5 Nxf4 Rg5 Ra3 Rc4 Rf3 Rf5 Nd3 Rxf3 Qxf3 Rxa4 b3 Rh4 c4 a5 Re1 Kf8 Nf4 Kg7 Re4 Bg5 Ne2 Bc8 Rxh4 Bxh4 Nd4 Qg5 Qc3 Qf6 Qe3 Bg5 Qd3 Bc1 Qc3 Bf4 Qd3 Be5 Ne2 Bd7 Kf1 Bb2 Kg1 Kf8 Ng3 Ba3 Bf1 Qb2 Kg2 Bc5 Be2 Bd4 h4 Be5 Qe3 Qc2 Qd3 Qxd3 Bxd3 Kg7 Be2
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Kasimdzhanov, Rustam","Bauer, Christian",1/2-1/2,D27,d4 Nf6 c4 e6 Nf3 d5 Nc3 dxc4 e3 a6 a4 c5 Bxc4 Nc6 O-O Be7 Qe2 O-O dxc5 Qc7 Bd3 Nb4 Bb1 Qxc5 e4 e5 a5 Bg4 Be3 Qc8 h3 Bh5 Ra4 Qe6 Re1 Rac8 Bg5 Rfd8 Bh4 Qd6 g4 Bg6 Bg3 Nd7 Rd1 Qc6 Nxe5 Nxe5 Rxd8+ Rxd8 Bxe5 Bc5 Bf4 b5 axb6 Qxb6 Kg2 h6 Ra1 Bd4 Ra3 Qc6 Be3 Be5 Rb3 a5 Ra3 Qc7 Qb5 Rb8 Qxa5 Qxa5 Rxa5 Bxc3 Bf4 Nc6 Rc5 Rxb2 Rxc6 Bd4 Bd3
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Aronian, Levon","Rozentalis, Eduardas",1-0,A07,Nf3 d5 g3 Bg4 Bg2 c6 O-O Nd7 d3 Ngf6 Nbd2 e5 e4 dxe4 dxe4 Bc5 h3 Bxf3 Bxf3 O-O a4 a5 Nc4 Qe7 Kg2 Rfd8 Qe2 Nf8 c3 h6 h4 Qc7 Ne3 Qb6 Nc4 Qc7 Ne3 Qb6 Qc4 Ne6 Ng4 Nxg4 Bxg4 Rd6 b3 Rad8 f4 exf4 Bxf4 Nxf4+ Rxf4 Rd2+ Kh3 Bd6 Rxf7 Kh8 e5 Bxe5 Raf1 Bd6 Rxg7 Qe3 Bh5 Rf2 Rxf2 Qxf2 Rg6 Qf5+ Kg2 Qxh5 Qd4+ Qe5 Rxd6 Qxd4 Rxd4 Re8 Rd6
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Kobalija, Mihail","De Firmian, Nick E",1/2-1/2,B90,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4 Bg5 h6 Bh4 g5 Bg3 Bg7 Be2 h5 Bxg4 hxg4 O-O Nc6 Nf5 Bxc3 bxc3 Qa5 Qxg4 f6 f4 Bxf5 exf5 gxf4 Rxf4 Qxc3 Rb1 b5 Qe2 Rc8 a4 Nd4 Qg4 Qe3+ Kf1 Nxc2 Re4 Qd3+ Kg1 Ne3 Rxe7+ Kd8 Qe4 Qxe4 Rxe4 Nxf5 axb5 Nxg3 hxg3 axb5 Rxb5 Rc1+ Kf2 Rhh1 Kf3 Kd7 Rb7+ Kc6 Rf7 Rhf1+ Kg4 Rc5 Kh4 Rh1+ Kg4 Rf1 Kh4 Rh1+ Kg4 Rg5+ Kf3 Rf1+ Ke2 Rgf5 Rf4 R1xf4 gxf4 Rxf4 Ke3 Rf1 Ke2 Rf5 g4 Re5+ Kf3 Re1 Kg3 d5 Rxf6+ Kc5 Rf8 d4 Rd8 Kc4 g5 d3 Kf4 Kc3 g6 Rg1 Ke4
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Barua, Dibyendu","Khalifman, Alexander",1-0,B58,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be2 e5 Nf3 h6 O-O Be7 Re1 O-O h3 Be6 Bf1 Nb8 a4 Nbd7 a5 a6 Nd5 Nxd5 exd5 Bf5 c4 Bg6 Nd2 Bf6 Ra3 Re8 Ne4 Bxe4 Rxe4 Bg5 Bxg5 hxg5 Rg4 f5 Rgg3 g6 Qd2 f4 Rgb3 Rb8 Be2 Kg7 Bg4 Re7 Bxd7 Rxd7 Rb6 Rc8 Qd3 Qf6 Rab3 Qf7 Rc3 Qf5 Qd1 Qe4 Qg4 Qf5 Qd1 Qe4 b3 Rcc7 f3 Qf5 Qe1 Kh6 Qe4 Qxe4 fxe4 g4 hxg4 Kg5 Kf2 Kxg4 c5 g5 c6 Rh7 b4 Rcf7 Rf3 Rc7 Rb3 bxc6 dxc6 Rh1 Rc3 Rb1 Rc2 Rb3 b5 axb5 Rb7 Rc8 c7 f3 gxf3+ Rxf3+ Ke2 Rh3 a6 b4 Rb8 Rh2+ Kf1 Rh1+ Kg2 b3 Rc3
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Bouaziz, Slim","Kotronias, Vasilios",0-1,A68,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Nf3 c5 d5 e6 Be2 exd5 cxd5 Bg4 O-O Nbd7 Re1 Re8 h3 Bxf3 Bxf3 a6 Re2 b5 Qe1 b4 Nd1 Nb6 Be3 Nxe4 Bc1 Bd4+ Kh2 Nf6 a3 b3 Be3 Rc8 Bxd4 cxd4 Rxe8+ Qxe8 Qb4 Nc4 Rc1 Ne5 Rxc8 Nxf3+ gxf3 Qxc8 Qxd4 Qc2+ Nf2 Nxd5 Kg2 Qc4 Qxc4 Ne3+ Kg3 Nxc4 Nd3 Kg7 f5 gxf5 Kf4 Kf6 Nc1 Nxa3 Nxb3 Nc4 Nd4 Nxb2
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Asrian, Karen","Rodriguez, Andres",0-1,B74,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 O-O O-O Nc6 Nb3 Be6 f4 Qc8 Bf3 Ng4 Bc1 Bxb3 Bxg4 Be6 f5 Bd7 Nd5 e6 Ne3 Rd8 Bh3 Ne5 c3 Qc6 f6 Bf8 Qd4 Qa6 Rd1 Bb5 b3 Be2 Rd2 Nc6 Qa4 Bh6 Kf2 Qxa4 bxa4 Ba6 c4 Ne5 Rd4 Bg5 Nd5 Bxc1 Ne7+ Kf8 Rxc1 Nd7 c5 Nxf6 cxd6 Rxd6 Nd5 Ne8 Nc7 Rxd4 Nxa8 Rc4 Rxc4 Bxc4 a3 Ke7
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Dolmatov, Sergey","Kotsur, Pavel",0-1,B42,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 g6 c4 Bg7 Nb3 Ne7 Nc3 O-O O-O Nbc6 Bf4 d5 cxd5 exd5 Qe2 d4 Nb1 Nb4 N1d2 Nxd3 Qxd3 Nc6 Nf3 Re8 Rfd1 Bg4 a3 Qe7 Nbd2 Bxf3 Qxf3 d3 Qxd3 Bxb2 Ra2 Rad8 Qg3 Qxe4 Rf1 Qc2 Qg5 Re2 h4 Rdxd2 Bxd2 Rxd2 Re1 Rd1 Qe3 Qb1 Rxd1 Qxd1+ Kh2 Qb1
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Dreev, Alexey","Zelcic, Robert",1/2-1/2,E11,d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Qe7 g3 Bxd2+ Qxd2 d6 Nc3 O-O Bg2 e5 O-O Bg4 h3 Bxf3 Bxf3 exd4 Qxd4 Nc6 Qf4 Qe5 Rad1 Qxf4 gxf4 h6 Kh2 Rfe8 e3 Kf8 Rc1 Rac8 Rfd1 Nd8 h4 g6 Kg2 Ke7 Rc2 Rg8 Kf1 g5 hxg5 hxg5 Ne2 gxf4 Nxf4 c6 Rcd2 Ne8 Nh5 Rg5 Ng3 Ra5 a3 Ne6 Bg4 Rc5 b3 Rg5 Bh3 Ra5 a4 b5 cxb5 cxb5 Rd5 Rc5 Nf5+ Kf8 b4 Rxd5 Rxd5 Rxa4 Rxb5 Ra1+ Kg2 Ra6 Kg3 Rb6 Rxb6 axb6 e4 N6c7 Bf1 d5 e5 f6 f4 Ng7 Nd6 fxe5 fxe5 Ke7 Bh3 b5 Nc8+ Kf7 Na7 Kg6 Kf4 Nce6+ Kg4 Nc7 Bf1 Na6 Nc6 Nc7 Kf4 Nge6+ Ke3 Kf7 Bg2 Ke8 Bh3 Kf7 Bf5 Ke8 Bg4 Kf7 Bf5 Ke8 Nd4 Nxd4 Kxd4 Na6 Kxd5 Ke7 Ke4
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Al Modiahki, Mohamad","Ponomariov, Ruslan",1/2-1/2,B25,e4 d6 Nc3 Nf6 g3 g6 Bg2 Bg7 f4 c5 Nf3 Nc6 O-O O-O d3 Rb8 h3 b5 g4 b4 Ne2 a5 Be3 Nd7 Rb1 a4 b3 axb3 axb3 Bb7 Qe1 e6 f5 exf5 gxf5 Nce5 Nxe5 Nxe5 Qf2 Re8 f6 Bh8 Qh4 Ra8 Rf2 Ra2 Ng3 Qa8 Qg5 Re6 Rbf1 Ra1 Bc1 Nd7 Nf5 Bxf6 Qg3 Ne5 Bb2 Rxf1+ Rxf1 Qd8 Nxd6 Ba6 Nf5 Kf8 Ne3 Bh4 Qf4 Bg5 Qg3 Bh4 Qf4 Bg5 Qg3
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Spraggett, Kevin","Yermolinsky, Alex",1/2-1/2,D94,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 e3 O-O b4 b6 Qb3 Bb7 Bb2 dxc4 Bxc4 Bxf3 gxf3 Nbd7 O-O c5 Rfd1 Qc8 Be2 a5 a3 axb4 axb4 Rxa1 Bxa1 cxd4 Rxd4 Ne5 Qd1 Qf5 b5 Ned7 Nd5 Qe6 Nf4 Qf5 Nd5 Qe6 Nf4 Qf5 Nd5
FIDE-Wch k.o.,Las Vegas,1999.07.31,1.1,"Zubarev, Alexander","Stefansson, Hannes",1/2-1/2,D94,Nf3 d5 c4 c6 e3 Nf6 Nc3 g6 d4 Bg7 Be2 O-O O-O Bg4 cxd5 Nxd5 h3 Bxf3 Bxf3 e6 e4 Nxc3 bxc3 e5 Be3 Nd7 Rb1 b6 g3 Qe7 Bg2 c5 d5 Rad8 c4 f5 exf5 gxf5 f4 e4 g4 Nf6 g5 Ne8 Rf2 Nd6 Bf1 Bc3 Rc2 Qg7 Rb3 Bd4 Rd2 Bxe3+ Rxe3 Nb7 Qe1 Qc7 Qh4 Na5 Rg2 Qg7 Qh6 Qxh6 gxh6+ Kh8 Rg7 Rg8 Reg3 Rxg7 hxg7+ Kg8 Rg5 b5 Rxf5 Nxc4 Bxc4 bxc4 Kf2 Kxg7 Ke3 c3 Kxe4 c2 Rg5+ Kf6 Rg1 Rb8 Rc1 Rb4+ Ke3 Rc4 Kd3 Rxf4 Rxc2 Rd4+ Kc3 Ke5 Rg2 Rh4 Rg3 Kxd5 Rg5+ Kc6 Rg3 Kb5 Rf3 a5 Rg3 Rf4 Kb3 a4+ Ka3 h5 Kb2 Rf2+ Kb1 Rh2 Rf3 Kb4 a3+ Kc4 Rf4+ Kd3 Rf5 c4 Rd5+ Kc3 Rxh5 Kb3 Rb5+ Kxa3 h4 Rxh4 Kc2 Rh3 Rb8 Rh1 Rc8 Rh2+ Kc3 Rh3+ Kc2 Rh4 Rb8 Rg4 Rb7 Rg2+ Kc3 Ka2 Kxc4 a3 Kc3 Ka1 Ra7
