Event,Site,Date,Round,White,Black,Result,ECO,Moves
WCh-FIDE,San Luis ARG,2005.09.30,3,"Polgar,Ju","Kasimdzhanov,R",1-0,B90,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e6 g4 e5 Nf5 g6 g5 gxf5 exf5 d5 Qf3 d4 O-O-O Nbd7 Bxd4 exd4 Rxd4 Bg7 Rg1 Kf8 Qe3 Qe7 Qd2 h6 gxf6 Nxf6 Rd8+ Ne8 Bb5 axb5 Re1 b4 Nb5 Bxb2+ Kxb2 Qf6+ Qd4 Kg7 Rexe8 Rxe8 Rxe8 Qxd4+ Nxd4 Kf6 f4 b6 Rd8 Bb7 Rxa8 Bxa8 Kb3 Bd5+ Kxb4 Bxa2 Kb5 Bb1 c3 Ke7 Kxb6 Kd6 c4 Bd3 c5+ Kd5 Nc6 Ke4 Ne7 Bc2 c6 Ba4 c7 Bd7 Kc5
WCh-FIDE,San Luis ARG,2005.09.30,3,"Morozevich,A","Topalov,V",0-1,B52,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nf6 e5 dxe5 Nxe5 Qc8 Qf3 e6 d3 Be7 Nc3 O-O Bf4 Nfd7 Nc4 Nc6 Rae1 Nd4 Qd1 Qc6 a4 b6 Re3 f6 Rh3 Rf7 Be3 Rd8 Re1 Nf8 b3 a6 Ne2 b5 axb5 axb5 Nd2 Qc7 c4 Nc6 cxb5 Nb4 Qb1 Nxd3 Rd1 Nb4 Nc4 Nd5 Bd2 Qb8 Ba5 Rd7 b6 Bd8 Rhd3 Nxb6 Bxb6 Rxd3 Qxd3 Bxb6 Qe3 Bc7 g3 Qb5 h4 Qc6 f4 Rd7 Re1 Bd8 Nc3 Be7 Ne4 Rd4 Nf2 Qd5 Nb6 Qb7 Nc4 f5 Kf1 Bf6 Ke2 Rd7 Qf3 Qb4 Rd1 Bd4 g4 h6 h5 Qb8 Rd2 Rf7 g5 hxg5 fxg5 Qh2 Kd3 Qh4 g6 Ra7 Nd1 Qg5 Nc3 Qg1 Rd1 Qh2 Nb5 Rd7 Nxd4 Qa2 Nd2 Qb2 Ke2 Qxd4 Qe3 Qd6 Qf3 Qh2+ Ke1 Rd4 Qb7 Rd7 Qf3 Rd5 Nf1 Re5+ Ne3 f4 Rd3 Qg1+ Kd2 fxe3+ Rxe3 Qxe3+ Qxe3 Rxe3 Kxe3 Nd7
WCh-FIDE,San Luis ARG,2005.10.01,4,"Leko,P","Polgar,Ju",1-0,B48,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Be3 a6 Qd2 Nf6 O-O-O Bb4 f3 Ne7 Nde2 b5 g4 h6 Rg1 Ng6 a3 Be7 f4 b4 axb4 Bxb4 Qd4 Qa5 Kb1 Rb8 g5 Nh5 gxh6 Rxh6 Rg5 Qc7 Nb5 Rxb5 Rxb5 axb5 Qxb4 Nhxf4 Nc3 Rxh2 Bg1
WCh-FIDE,San Luis ARG,2005.10.01,4,"Kasimdzhanov,R","Anand,V",1-0,B90,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4 Bg5 h6 Bh4 g5 Bg3 Bg7 h3 Ne5 Nf5 Bxf5 exf5 Nbc6 Nd5 e6 fxe6 fxe6 Ne3 O-O Be2 Qe7 O-O Rad8 Bh5 Kh8 Re1 d5 a4 Nc4 Nxc4 dxc4 Qg4 Qb4 Qxe6 Rd2 Rad1 Nd4 Qe4 Nf5 Be5 Rxf2 Bf3 Rd2 Bxg7+ Kxg7 Qe5+ Rf6 a5 Nh4 Qc7+ Rf7 Qe5+ Rf6 Bh5 Ng6 Bxg6 Rxd1 Rxd1 Kxg6 Qe4+ Kg7 Rd7+ Kg8 Qh7+
WCh-FIDE,San Luis ARG,2005.10.01,4,"Topalov,V","Adams,Mi",1-0,A30,Nf3 Nf6 c4 e6 Nc3 c5 g3 b6 Bg2 Bb7 O-O Be7 Re1 Ne4 d4 Nxc3 bxc3 Be4 Bf1 d6 h4 Nd7 d5 O-O a4 h6 Bh3 exd5 cxd5 Bf6 Ra3 b5 axb5 Nb6 c4 Bxf3 Rxf3 Nxc4 Qa4 Ne5 Ra3 Re8 h5 Re7 Bf4 Rb8 Bf5 Qe8 Bc2 Qd7 Qe4 Ng6 Qd3 c4 Qxc4 Nxf4 Qxf4 Re5 Qf3 Qh3 Rxa7 Rxh5 e3 Qh2+ Kf1 Qh3+ Ke2 Re5 Rc7 Rc8 Bf5 Rxf5 Rxc8+ Kh7 Rh1
WCh-FIDE,San Luis ARG,2005.10.01,4,"Morozevich,A","Svidler,P",0-1,E81,d4 Nf6 c4 g6 f3 Bg7 e4 O-O Nc3 d6 Be3 a6 Nge2 c6 Qd2 b5 h4 h5 Bh6 e5 O-O-O Nbd7 Kb1 Qe7 Bxg7 Kxg7 Nc1 Bb7 Nb3 Rac8 a3 Qd8 dxe5 dxe5 g4 bxc4 Bxc4 Nb6 Qg5 Qc7 Be2 c5 Na5 Rb8 gxh5 Nxh5 Nxb7 f6 Nxc5 Qxc5 Qg1 Qc6 Rc1 Qb7 Rh2 Kh7 Bf1 Nf4 Rhc2 Ne6 Nd5 Nxd5 exd5 Qxd5 Bc4 Qd7 Bxe6 Qxe6 Qa7+ Kh6 Rc7 Rh8 Qe3+ Kh5 R1c6 Qf5+ Ka1 Rbc8 Rxc8 Rxc8 Rxa6 Rd8 Qe2 Qf4 Ra7 Kh6 Rc7 Rd2 Qe1 Rd3 Ka2 Qxf3 Qc1+ Kh5 a4 Qd5+ Rc4 e4 b3 Rd2+ Ka3 Qd6+ Rc5+ f5 Qg1 Kxh4 a5 Rc2 b4 Qd3+
WCh-FIDE,San Luis ARG,2005.10.03,5,"Svidler,P","Topalov,V",0-1,B90,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4 Bg5 h6 Bh4 g5 Bg3 Bg7 h3 Ne5 Nf5 Bxf5 exf5 Nbc6 Nd5 e6 Ne3 Qa5+ c3 Nf3+ Qxf3 Bxc3+ Kd1 Qa4+ Nc2 Bxb2 fxe6 fxe6 Qb3 Qxb3 axb3 Bxa1 Nxa1 Ke7 Bd3 Rac8 Re1 Nd4 f3 Rc3 Kd2 Rhc8 Rb1 R3c5 b4 Rd5 Bf2 Kd7 Be3 Nf5 Bf2 Nh4 Bxh4 gxh4 Nc2 h5 Re1 Rg8 Kc3 a5 Bc4 Rc8 Ne3 Rb5 Kd3 Rxb4 Bxe6+ Kxe6 Nc2+ Kd5 Nxb4+ axb4 Re7 b5 Rh7 Rc3+ Kd2 Rc4
WCh-FIDE,San Luis ARG,2005.10.03,5,"Polgar,Ju","Morozevich,A",1/2-1/2,C41,e4 d6 d4 Nf6 Nc3 e5 Nf3 Nbd7 Bc4 Be7 O-O O-O Qe2 exd4 Nxd4 Nb6 Bb3 Nfd7 Be3 Nc5 Rad1 Bf6 f4 Qe7 Qf3 Bd7 Rfe1 Rae8 Bf2 g6 Qg3 Nxb3 axb3 Bg7 Nf3 f6 Ra1 Nc8 Nd5 Qd8 c4 c6 Nc3 c5 Nd5 Ne7 b4 Nxd5 cxd5 cxb4 Rxa7 Qc7 Raa1 f5 e5 Qc4 Rad1 Ba4 Rd2 Bc2 h4 Be4 Rd4 Qb3 Ng5 Qxb2 Nxe4 fxe4 Rdxe4 dxe5 Qd3 Qc3 Qb5 b3 R4e3 Qc2 Rxb3 Rd8 Bb6 Qd2 Rbb1 Rxd5
WCh-FIDE,San Luis ARG,2005.10.03,5,"Adams,Mi","Kasimdzhanov,R",1/2-1/2,B92,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2 e5 Nb3 Be7 O-O O-O Kh1 Bd7 Bg5 Bc6 Bxf6 Bxf6 Bc4 Be7 Qe2 Nd7 Rfd1 Kh8 Nd2 Nf6 a4 g6 Bb3 Qc7 a5 Rad8 Nf1 Nh5 Ne3 Bg5 Ned5 Qb8 Rd3 Ng7 Qg4 Ne6 Nb6 f5 exf5 gxf5 Qg3 Bf4 Qh4 Bg5 Qg3 Bf4 Qh4 Bg5
WCh-FIDE,San Luis ARG,2005.10.03,5,"Anand,V","Leko,P",1/2-1/2,B33,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c3 O-O Nc2 Bg5 a4 bxa4 Rxa4 a5 Bc4 Rb8 Ra2 g6 O-O Kh8 b4 axb4 cxb4 Be6 b5 Bxd5 exd5 Na5 Be2 Ra8 Nb4 Nb7 Ra6 Nc5 Rc6 Ra4 Qb1 Qa5 Na6 Ne4 b6 Qxd5 Qb5 Qd4 Rc4 Rxc4 Qxc4 Nc3 Bd3 Qxc4 Bxc4 d5 Bxd5 Nxd5 b7 e4 b8=Q Rxb8 Nxb8 e3 fxe3 Bxe3+ Kh1 Kg7 Nc6 h5 Rd1 Nf6 Rb1 Ng4 g3 Bg5 Kg2 Bf6 Re1 Nh6 Kf3 Nf5 Rd1 Nh6 h3 Nf5 Rd7 Kf8 Na5 Nd4+ Kg2 Nf5 Nc4 Kg7 g4 hxg4 hxg4 Ne7 Nd6 Be5 Ne4 Ng8 g5 Kf8 Rb7 f6 Nc5 Ke8 Nd3 Bd6
WCh-FIDE,San Luis ARG,2005.10.04,6,"Anand,V","Svidler,P",1/2-1/2,C89,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 exd5 Nxd5 Nxe5 Nxe5 Rxe5 c6 d4 Bd6 Re1 Qh4 g3 Qh3 Re4 g5 Qf1 Qxf1+ Kxf1 Bf5 f3 h6 Nd2 Bxe4 fxe4 Nc7 Kg2 c5 e5 Be7 Ne4 cxd4 cxd4 a5 Be3 a4 Bd1 Nd5 Bf2 Rac8 Rb1 f6 exf6 Bxf6 Nd6 Rc6 Nxb5 Rb6 Bxa4 Rfb8 Na3 Rxb2 Rxb2 Rxb2 Nc4 Rxa2 Bb3 Rxf2+ Kxf2 Bxd4+ Ne3 Bxe3+ Kf3
WCh-FIDE,San Luis ARG,2005.10.04,6,"Kasimdzhanov,R","Leko,P",1/2-1/2,B33,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c3 O-O Nc2 Bg5 a4 bxa4 Rxa4 a5 Bc4 Rb8 Ra2 g6 O-O Kh8 b4 Bd7 Qe2 axb4 Ncxb4 Na5 Rfa1 Nxc4 Qxc4 Rc8 Qe2 Rc5 Ra7 Be6 h3 Bh6 Na6 Ra5 Nac7 Rxa1+ Rxa1 Bc8 c4 Qg5 Kh2 Rd8 Nb5 Bf8 Qf3 f5 Ra7 Be6 g3 fxe4 Nf6 Bg8 Nxe4 Qf5 Qe2 d5 cxd5 Bxd5 Nbc3 Bg8 h4 Bg7 Qe3 Rf8 Kg2 Qe6 Rc7
WCh-FIDE,San Luis ARG,2005.10.04,6,"Polgar,Ju","Topalov,V",0-1,C67,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Nd6 Bxc6 dxc6 dxe5 Nf5 Qxd8+ Kxd8 Nc3 Ne7 h3 Ng6 Ne4 h6 b3 c5 Be3 b6 Rad1+ Bd7 Nc3 Kc8 Nd5 Be6 c4 Kb7 Bc1 a5 a4 Rd8 g4 h5 Ne3 Re8 Rfe1 Nf4 Ng5 Be7 Nxe6 fxe6 gxh5 Nxh3+ Kf1 Rxh5 Ng4 Bg5 Bxg5 Rxg5 f3 Rf8 Kg2 Nf4+ Kg3 Rh5 Kf2 Ng6 Rd7 Rh3 Re3 Nh4 Rdd3 Kc6 Rc3 Rh1 Red3 Nf5 Ne3 Nd4 Nf1 Rh5 Re3 Rf4 Rcd3 g5 Re4 Kb7 Kg3 Rxe4 fxe4 Rh4 Nd2 Kc8 Re3 Kd7 Re1 Ke7 Nf3 Nxf3 Kxf3 Kf7 Rd1 Rf4+ Ke3 Kg7 Rd7+ Rf7 Rd1 Kg6 Rd8 g4 Rg8+ Kh5 Rh8+ Kg5 Rg8+ Kh4 Rg6 Rf3+ Ke2 Kg3 Rxe6 Kf4 Re8 Re3+ Kf2 g3+ Kg2 Kxe4 e6 Kd3
WCh-FIDE,San Luis ARG,2005.10.04,6,"Adams,Mi","Morozevich,A",1/2-1/2,B45,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 d6 Be3 Nf6 Be2 Be7 O-O O-O f4 Bd7 Kh1 Nxd4 Qxd4 Bc6 Rad1 Qc7 Bf3 Rfd8 Qc4 Rac8 Nb5 Qd7 Nxa7 Bd5 Qxc8 Rxc8 Nxc8 Bxe4 Nxe7+ Qxe7 c4 h5 b3 h4 Rd4 d5 cxd5 exd5 h3 Qc7 Kh2 Qc3 Bg1 Qc2 Bxe4 dxe4 Bf2 Qe2 Kg1 Qxa2 Bxh4 Qxb3 Kh2 Nd5 Rxe4 Qd3 Rfe1 b5 Bf2 Qd2 R1e2 Qd1 Ra2 Qb1 Ra8+ Kh7 Rd4 Nc7 Rb8 Ne6 Rd7 Nxf4 Rxf7 Qe4 Rxf4 Qxf4+ Bg3 Qg5 Re8 b4 Re2 b3 Be5 Qh5 Re3 Qd1 Rg3 Qd5 Bxg7 Qd6 Bb2 Kh6 h4 Kh5 Kh3 Qe6+ Kh2 Kxh4 Rh3+ Kg4 Rg3+ Kf5 Rf3+ Ke4 Kg1 Qd6 Bf6 Qd1+ Kh2 Kd5 Bb2 Qc2 Bf6 Kc4 Kg1 Kb4 Rf4+ Ka3 Rf3 Qc5+ Kh2 Qc1 Be7+ Ka2 Bf6 Qd1 Rf2+ Kb1 Rf3 Qd6+ Kg1 Qb6+ Kh1 Kc2 Rc3+ Kd2 Rf3 Ke2 Kh2 b2 Bxb2 Qxb2 Rh3 Qe5+
WCh-FIDE,San Luis ARG,2005.10.05,7,"Leko,P","Adams,Mi",1-0,C42,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Nc6 O-O Be7 c4 Nb4 Be2 O-O a3 Nc6 cxd5 Qxd5 Nc3 Nxc3 bxc3 Na5 Ne5 Bf5 c4 Qd6 c5 Qd5 Bf3 Be4 Bxe4 Qxe4 Bd2 Nc6 Re1 Qh4 Nf3 Qh5 Rb1 Bf6 Rxb7 Nxd4 Nxd4 Qxd1 Rxd1 Bxd4 Be3 Bxe3 fxe3 c6 Rd6 Rae8 Kf2 Re5 Rxc6 Rfe8 Rcc7 Rxe3 Rxf7 Re2+ Kg3 R8e3+ Rf3 Rxf3+ Kxf3 Rc2 Rc7 h5 c6 Kh7 h3 Kh6 Ke4 Kg6
WCh-FIDE,San Luis ARG,2005.10.05,7,"Morozevich,A","Anand,V",1-0,B12,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Be2 Ne7 Nbd2 h6 O-O Nd7 c3 a6 Nb3 Rc8 Nh4 Bh7 f4 c5 Bh5 Nf5 Nxf5 Bxf5 Be3 g6 Be2 h5 dxc5 Nxc5 Nd4 Be4 a4 h4 a5 h3 g3 Bg2 Rf2 Ne4 Rxg2 hxg2 Kxg2 Bc5 Bd3 Qd7 Qf3 Bxd4 Bxd4 f5 exf6 e5 Bxe4 Qh3+ Kf2 Qxh2+ Qg2 exd4 Bxg6+ Kf8 Re1 d3 Bxd3 Rc6 Re5 Rd6 Kf3 Qxg2+ Kxg2 Rh6 g4 Rhxf6 f5 Rf7 Kg3 b5 axb6 Rxb6 g5 Rd7 f6 d4 Bg6 Rb8 cxd4 Rxd4 Re7 Rdb4 Rf7+ Kg8 Rg7+ Kh8 Bf7 Rd4 Rg6 Rd3+ Kg4
WCh-FIDE,San Luis ARG,2005.10.05,7,"Svidler,P","Polgar,Ju",1-0,B90,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4 Bg5 h6 Bh4 g5 Bg3 Bg7 h3 Ne5 f3 Nbc6 Bf2 Ng6 Qd2 Qa5 O-O-O Bd7 Kb1 Rc8 g3 Nxd4 Bxd4 Bxd4 Qxd4 Qe5 Qf2 Rxc3 bxc3 Qxc3 Rd3 Qa5 Qe3 Be6 Ra3 Qb4+ Ka1 Kd7 Be2 Qc5 Rb1 Qxe3 Rxe3 Rb8 Bxa6 Ra8 Bb5+ Kd8 a3 h5 Bf1 Ra7 Rb4 Bc8 Kb2 f6 h4 gxh4 gxh4 Bd7 Reb3 Bc8 Rb5 Nf4 Bc4 Kc7 Bf7 Bd7 Rc3+ Kd8 Rxh5 Nxh5 Bxh5 e6 Bg6 Bc6 h5 Ke7 f4 Ra8 h6 Rh8 h7 f5 exf5 Kf6 Rd3 Be4 Rxd6 Bxf5 Bxf5 Kxf5 Rd7 b6 Rf7+ Kg6 Rb7 Kf5 c4 Kxf4 Rxb6 e5 Rh6 e4 Kc2 Ke3 Rh2
